Name,English_title,Score,Popularity,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Premiered,Broadcast,Demographics,Positive_ratio,Total_reviews
Monster Special Edition,,6.48,10437,TV Special,2,Finished Airing,"Dec 27, 2005 to Dec 28, 2005","None found, add some","None found, add some",Madhouse,Manga,"Drama, Mystery, Suspense","Adult Cast, Psychological",1 hr. 23 min. per ep.,R+ - Mild Nudity,2,,,Seinen,0,0
Nomad: Megalo Box 2 Short Anime,Megalo Box 2: The Hummingbird and the Nomad,6.48,8945,Special,1,Finished Airing,28-Jul-21,"None found, add some",Funimation,TMS Entertainment,Original,Drama,,11 min.,PG-13 - Teens 13 or older,8,,,,0,0
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,,6.48,6126,Special,13,Finished Airing,"Jun 19, 2013 to Jan 22, 2014",Aniplex,"None found, add some",I was a Ballerina,Light novel,Comedy,,5 min. per ep.,PG-13 - Teens 13 or older,7,,,,0,0
Princess Principal: Ange Report,,6.48,7575,ONA,1,Finished Airing,16-Sep-17,"None found, add some","None found, add some","Actas,       Studio 3Hz",Original,"Action, Mystery",Historical,24 min.,R - 17+ (violence & profanity),4,,,,0,0
Qin Shi Mingyue: Kong Shan Niao Yu,,6.48,13770,ONA,3,Finished Airing,"May 9, 2014 to Jul 8, 2014","None found, add some","None found, add some",Sparkly Key Animation Studio,Novel,"Action, Fantasy","Historical, Martial Arts",26 min. per ep.,PG-13 - Teens 13 or older,5,,,,0,0
Toaru Majutsu no Index-tan III,A Certain Magical Index III: Specials,6.48,5941,Special,2,Finished Airing,"Dec 26, 2018 to Apr 30, 2019","None found, add some","None found, add some",J.C.Staff,Light novel,Comedy,,9 min. per ep.,PG-13 - Teens 13 or older,8,,,,0,0
Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,Hamtaro: Ham-Hams Ahoy!,6.48,11830,OVA,1,Finished Airing,01-Mar-03,Shogakukan-Shueisha Productions,"None found, add some",TMS Entertainment,Unknown,,,44 min.,PG - Children,1,,,Kids,0,0
Youkai Watch!,,6.48,9379,TV,36,Finished Airing,"Apr 5, 2019 to Dec 20, 2019","None found, add some","None found, add some","OLM,       Magic Bus",Game,"Comedy, Supernatural",Mythology,24 min. per ep.,G - All Ages,6,Spring 2019,Fridays at 18:25 (JST),Kids,0,0
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,Full Dive: The Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!,6.47,990,TV,12,Finished Airing,"Apr 7, 2021 to Jun 23, 2021","AT-X,       Sammy,       Kadokawa Media House,       Kadokawa,       Bit grooove promotion",Funimation,ENGI,Light novel,"Action, Comedy, Fantasy",Video Game,23 min. per ep.,PG-13 - Teens 13 or older,"1,115",Spring 2021,Wednesdays at 22:30 (JST),,0.38,159
Coppelion,,6.47,1820,TV,13,Finished Airing,"Oct 2, 2013 to Dec 25, 2013",Starchild Records,VIZ Media,GoHands,Manga,"Action, Drama, Sci-Fi",Military,24 min. per ep.,PG-13 - Teens 13 or older,220,Fall 2013,Wednesdays at 21:00 (JST),Seinen,0.41,29
Demashita! Powerpuff Girls Z,Powerpuff Girls Z,6.47,3758,TV,52,Finished Airing,"Jul 1, 2006 to Jun 30, 2007","TV Tokyo,       Aniplex,       Sony Music Entertainment","None found, add some",Toei Animation,Other,"Action, Comedy, Sci-Fi","School, Super Power",24 min. per ep.,PG - Children,184,Summer 2006,Saturdays at 07:00 (JST),,0.44,18
Momochi-san Chi no Ayakashi Ouji,The Demon Prince of Momochi House,6.47,3432,TV,12,Finished Airing,"Jan 6, 2024 to Mar 23, 2024","Aniplex,       Movic,       BS11,       Crunchyroll","None found, add some",Drive,Manga,"Fantasy, Romance",Mythology,24 min. per ep.,PG-13 - Teens 13 or older,212,Winter 2024,Saturdays at 00:00 (JST),Shoujo,0.33,15
Shining Tears X Wind,,6.47,3777,TV,13,Finished Airing,"Apr 7, 2007 to Jun 30, 2007",Sega,Discotek Media,Studio Deen,Game,"Action, Adventure, Fantasy",Isekai,24 min. per ep.,PG-13 - Teens 13 or older,66,Spring 2007,Saturdays at 01:30 (JST),,0,7
To Heart 2,,6.47,4719,TV,13,Finished Airing,"Oct 4, 2005 to Jan 3, 2006","None found, add some",Maiden Japan,OLM,Visual novel,"Comedy, Drama, Romance","Harem, School",24 min. per ep.,PG-13 - Teens 13 or older,40,Fall 2005,Unknown,,0.14,7
Windaria,Once Upon a Time,6.47,6403,Movie,1,Finished Airing,19-Jul-86,Gallop,"ADV Films,       Harmony Gold,       Streamline Pictures","Kaname Productions,       Idol",Original,"Action, Drama, Fantasy, Romance, Sci-Fi",,1 hr. 40 min.,R+ - Mild Nudity,30,,,,0.71,7
Hitorigurashi no Shougakusei,,6.47,9050,ONA,10,Finished Airing,"Oct 10, 2017 to Dec 12, 2017",Anime Beans,"None found, add some",Signal.MD,4-koma manga,"Comedy, Gourmet, Slice of Life",,3 min. per ep.,G - All Ages,12,,,,0.57,7
iDOLM@STER Xenoglossia,,6.47,4549,TV,26,Finished Airing,"Apr 3, 2007 to Sep 25, 2007",Bandai Visual,Sentai Filmworks,Sunrise,Game,"Action, Comedy, Sci-Fi",Mecha,23 min. per ep.,PG-13 - Teens 13 or older,32,Spring 2007,Mondays at 02:30 (JST),,0.29,7
Pokemon Movie 15: Kyurem vs. Seikenshi,Pokémon the Movie: Kyurem VS. The Sword of Justice,6.47,3032,Movie,1,Finished Airing,14-Jul-12,"TV Tokyo,       Shogakukan-Shueisha Productions,       TOHO,       Studio Jack",The Pokemon Company International,OLM,Game,"Action, Adventure, Comedy, Drama, Fantasy",,1 hr. 11 min.,PG - Children,7,,,Kids,0.29,7
Di Wang Gong Lue,The Emperor's Strategy,6.47,6083,ONA,20,Finished Airing,"Apr 30, 2018 to Sep 10, 2018",Tencent Penguin Pictures,"None found, add some",Seven Stone Entertainment,Novel,"Adventure, Boys Love, Drama, Mystery","Historical, Martial Arts",16 min. per ep.,PG-13 - Teens 13 or older,53,,,,0.33,6
Karakuri no Kimi,Puppet Princess,6.47,6720,OVA,1,Finished Airing,24-Mar-00,"Shogakukan-Shueisha Productions,       TOHO",Media Blasters,TMS Entertainment,Manga,"Action, Comedy, Fantasy, Horror","Historical, Martial Arts, Samurai",41 min.,R+ - Mild Nudity,13,,,Shounen,0.8,5
Shoujo Shuumatsu Jugyou,Girls' Last Class,6.47,6040,ONA,12,Finished Airing,"Oct 6, 2017 to Dec 22, 2017",Kadokawa,"None found, add some",Studio PuYUKAI,Manga,Comedy,"Parody, School",1 min. per ep.,G - All Ages,12,,,,0.75,4
Dororon Enma-kun Meeramera,Ghastly Prince Enma Burning Up,6.47,5037,TV,12,Finished Airing,"Apr 8, 2011 to Jun 24, 2011","Mainichi Broadcasting System,       Dynamic Planning","NIS America, Inc.",Brain's Base,Manga,"Action, Comedy, Supernatural, Ecchi","Mythology, Parody, Super Power",24 min. per ep.,R - 17+ (violence & profanity),32,Spring 2011,Unknown,Shounen,0.25,4
Phantom The Animation,Phantom: The Animation,6.47,5520,OVA,3,Finished Airing,"Feb 27, 2004 to Nov 26, 2004",KSS,Media Blasters,Arcs Create,Visual novel,"Action, Drama",Organized Crime,28 min. per ep.,R - 17+ (violence & profanity),16,,,,0.25,4
Project A-Ko 2: Daitokuji Zaibatsu no Inbou,Project A-Ko 2: Plot of the Daitokuji Financial Group,6.47,7329,OVA,1,Finished Airing,21-May-87,Pony Canyon,"Central Park Media,       Discotek Media",APPP,Original,"Action, Comedy, Sci-Fi","Mecha, Super Power",48 min.,PG-13 - Teens 13 or older,3,,,,0.75,4
Teekyuu 2 Specials,Teekyu 2 Specials,6.47,6281,Special,2,Finished Airing,25-Oct-13,Earth Star Entertainment,"None found, add some",MAPPA,Manga,"Comedy, Sports",School,2 min. per ep.,PG-13 - Teens 13 or older,0,,,Shounen,0,3
World Witches Hasshin Shimasu!,World Witches Take Off!,6.47,5987,TV,12,Finished Airing,"Jan 13, 2021 to Mar 31, 2021","Nippon Columbia,       Glovision","None found, add some","Acca effe,       Giga Production",Original,Comedy,"CGDCT, Military",15 min. per ep.,PG-13 - Teens 13 or older,15,Winter 2021,Wednesdays at 00:45 (JST),,0.67,3
Bai Niao Gu,Valley of White Birds,6.47,12464,Movie,1,Finished Airing,12-Jun-17,"None found, add some","None found, add some",Wolf Smoke Studio,Original,"Fantasy, Supernatural",,15 min.,G - All Ages,2,,,,0.33,3
Gangsta. Recap,,6.47,4722,TV Special,1,Finished Airing,06-Sep-15,"None found, add some",Funimation,Manglobe,Manga,"Action, Drama","Adult Cast, Organized Crime",23 min.,R - 17+ (violence & profanity),24,,,Seinen,0.33,3
Love Get Chu,,6.47,6757,TV,25,Finished Airing,"Apr 5, 2006 to Sep 27, 2006","None found, add some","None found, add some",Radix,Visual novel,"Comedy, Romance",Showbiz,24 min. per ep.,PG-13 - Teens 13 or older,9,Spring 2006,Unknown,,0.67,3
Mirai Nikki (TV): Ura Mirai Nikki,The Future Diary Specials,6.47,2884,Special,10,Finished Airing,"Jan 27, 2012 to Aug 31, 2012","None found, add some",Funimation,asread.,Manga,"Comedy, Supernatural",,2 min. per ep.,R - 17+ (violence & profanity),67,,,Shounen,0.67,3
One Piece: Cry Heart,,6.47,6415,Special,3,Finished Airing,"Jan 19, 2014 to Apr 22, 2015",Banpresto,"None found, add some","None found, add some",Manga,"Drama, Fantasy",,5 min. per ep.,PG-13 - Teens 13 or older,8,,,Shounen,1,3
Shounen Hollywood: Holly Stage for 50,,6.47,7421,TV,13,Finished Airing,"Jan 10, 2015 to Apr 4, 2015","Starchild Records,       Studio Mausu",Funimation,Zexcs,Mixed media,,"Idols (Male), Music, Performing Arts",23 min. per ep.,PG-13 - Teens 13 or older,10,Winter 2015,Saturdays at 20:30 (JST),,0.5,2
Shouwa Monogatari (Movie),,6.47,11815,Movie,1,Finished Airing,29-Jan-11,"None found, add some","None found, add some",WAO World,Unknown,Drama,Historical,1 hr. 36 min.,PG - Children,1,,,,0.5,2
Chikyuu ga Ugoita Hi,The Day the Earth Moved,6.47,11729,Movie,1,Finished Airing,22-Jul-97,"Magic Capsule,       Kyodo Eiga,       Orix,       GoGo Visual Planning,       Company AZA","None found, add some",Tama Production,Novel,Drama,Historical,1 hr. 15 min.,PG - Children,1,,,,1,2
Dynamic Super Robots Soushingekki,,6.47,12339,Special,3,Finished Airing,"Dec 21, 2000 to Jun 25, 2001","Bandai Visual,       Bee Media,       Dynamic Planning","None found, add some",Brain's Base,Manga,"Action, Sci-Fi",Mecha,2 min. per ep.,PG - Children,0,,,Shounen,0,2
Ore wa Teppei,My Name Is Teppei,6.47,11269,TV,28,Finished Airing,"Sep 12, 1977 to Mar 27, 1978",Fuji TV,"None found, add some",Nippon Animation,Manga,Sports,Combat Sports,25 min. per ep.,PG-13 - Teens 13 or older,4,Fall 1977,Unknown,Shounen,1,2
Shukufuku no Campanella: La Campanella Della Benedizione,,6.47,7820,OVA,1,Finished Airing,30-Mar-11,"None found, add some",Nozomi Entertainment,AIC,Visual novel,"Comedy, Fantasy, Ecchi",,29 min.,R+ - Mild Nudity,1,,,,0,1
Sore ga Seiyuu!: Petit Uchiage,,6.47,8392,Special,1,Finished Airing,23-Mar-16,"None found, add some",Funimation,Gonzo,Web manga,"Comedy, Slice of Life",Showbiz,14 min.,PG-13 - Teens 13 or older,3,,,,1,1
Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,Hamtaro: The Mysterious Ogre's Picture Book Tower,6.47,11328,Movie,1,Finished Airing,23-Dec-04,Shogakukan-Shueisha Productions,"None found, add some",TMS Entertainment,Unknown,"Adventure, Comedy",,40 min.,G - All Ages,2,,,Kids,0,1
Turn A Gundam I: Chikyuukou,∀ Gundam I: Earth Light,6.47,8443,Movie,1,Finished Airing,09-Feb-02,"Sotsu,       Atelier Musa",Nozomi Entertainment,Sunrise,Original,"Action, Drama, Sci-Fi","Mecha, Military, Space",2 hr. 8 min.,PG-13 - Teens 13 or older,1,,,,0,1
Bu Mie Shen Wang,The Rich God,6.47,14379,ONA,19,Finished Airing,"Apr 20, 2023 to Aug 24, 2023",Youku,"None found, add some",Djinn Power,Novel,"Action, Adventure, Comedy, Fantasy",,15 min. per ep.,PG-13 - Teens 13 or older,3,,,,0,1
Digimon Survive: Prologue Movie,Digimon Survive - Opening Movie,6.47,7851,ONA,1,Finished Airing,22-Jul-19,Bandai Namco Entertainment,"None found, add some",Toei Animation,Game,"Fantasy, Mystery",School,3 min.,G - All Ages,6,,,,0,1
Fushigi no Umi no Nadia Omake Gekijou,Nadia: Secret of Blue Water Specials,6.47,8786,Special,10,Finished Airing,21-Dec-91,"None found, add some","None found, add some",Gainax,Original,"Adventure, Sci-Fi",,4 min. per ep.,PG-13 - Teens 13 or older,6,,,,1,1
Grenadier: Hohoemi no Senshi Specials,,6.47,7632,Special,6,Finished Airing,"Jan 28, 2005 to Jun 29, 2005","Shochiku,       Kadokawa Shoten","None found, add some","Group TAC,       Studio Live",Manga,"Comedy, Ecchi",Parody,1 min. per ep.,PG-13 - Teens 13 or older,1,,,,1,1
Oi! Ryouma,Rainbow Samurai,6.47,13012,TV,39,Finished Airing,"Apr 7, 1992 to Mar 30, 1993","None found, add some","None found, add some",Animation 21,Manga,"Adventure, Drama",Historical,25 min. per ep.,,3,Spring 1992,Saturdays at 17:30 (JST),,1,1
Show By Rock!! Short!!,,6.47,5574,TV,12,Finished Airing,"Jul 5, 2016 to Sep 20, 2016","Pony Canyon,       Sanrio,       Techno Sound",Funimation,Bones,Game,Comedy,Music,3 min. per ep.,PG-13 - Teens 13 or older,18,Summer 2016,Tuesdays at 01:00 (JST),,0,0
Tropical-Rouge! Precure Petit Tobikome! Collaboration ♡ Dance Party!,,6.47,12111,Movie,1,Finished Airing,20-Mar-21,"None found, add some","None found, add some",Toei Animation,Original,Fantasy,Mahou Shoujo,5 min.,G - All Ages,2,,,,0,0
Yoroiden Samurai Troopers Kikoutei Densetsu,Ronin Warriors Legend of Kikoutei,6.47,9971,OVA,4,Finished Airing,"Oct 8, 1989 to Jan 11, 1990","None found, add some","Bandai Entertainment,       Discotek Media",Sunrise,Original,"Adventure, Fantasy",Samurai,26 min. per ep.,PG-13 - Teens 13 or older,5,,,,0,0
Yume Senshi Wingman,Wingman,6.47,9601,TV,47,Finished Airing,"Feb 7, 1984 to Feb 26, 1985",TV Asahi,"None found, add some",Toei Animation,Manga,"Action, Comedy, Romance","School, Super Power",24 min. per ep.,R+ - Mild Nudity,15,Winter 1984,Tuesdays at 19:00 (JST),Shounen,0,0
Yuuki Yuuna wa Yuushabu Shozoku 2,,6.47,9322,Movie,1,Finished Airing,15-Apr-17,"None found, add some","None found, add some",W-Toon Studio,Manga,"Comedy, Fantasy, Slice of Life",,7 min.,PG-13 - Teens 13 or older,1,,,,0,0
"Arano no Sakebi Koe: Hoero, Buck",The Call of the Wild,6.47,12129,TV Special,1,Finished Airing,03-Jan-81,"Fuji TV,       Hoso Seisaku Doga","None found, add some",Toei Animation,Novel,"Adventure, Drama",,1 hr. 6 min.,G - All Ages,3,,,,0,0
Chieri to Cherry,Chieri and Cherry,6.47,14868,Movie,1,Finished Airing,20-Feb-16,Frontier Works,"None found, add some",Comma Studio,Original,"Adventure, Fantasy",,54 min.,G - All Ages,0,,,,0,0
Cross Fight B-Daman eS,B-Daman Fireblast,6.47,9263,TV,52,Finished Airing,"Oct 7, 2012 to Sep 29, 2013","TV Tokyo,       d-rights",ADK Emotions NY Inc.,SynergySP,Unknown,,Strategy Game,12 min. per ep.,G - All Ages,15,Fall 2012,Unknown,Kids,0,0
DD Hokuto no Ken (2013),DD Fist of the North Star,6.47,8980,TV,13,Finished Airing,"Apr 3, 2013 to Jun 26, 2013","TV Tokyo,       North Stars Pictures",Sentai Filmworks,Ajia-do,Manga,,Parody,24 min. per ep.,PG-13 - Teens 13 or older,12,Spring 2013,Unknown,Seinen,0,0
Genji Tsuushin Agedama,,6.47,11090,TV,51,Finished Airing,"Oct 4, 1991 to Sep 25, 1992",Nihon Ad Systems,"None found, add some",Gallop,Original,"Action, Comedy, Sci-Fi",Parody,25 min. per ep.,R+ - Mild Nudity,10,Fall 1991,Fridays at 18:00 (JST),,0,0
Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,Galaxy Express 999: Can You Love Like a Mother?!!,6.47,10902,TV Special,1,Finished Airing,02-Oct-80,"None found, add some",Discotek Media,Toei Animation,Manga,Sci-Fi,Space,1 hr. 33 min.,G - All Ages,2,,,,0,0
Hamster Club,,6.47,13206,TV,130,Finished Airing,"Oct 2, 2000 to Mar 30, 2001",TV Tokyo,"None found, add some","None found, add some",Unknown,,Pets,5 min. per ep.,G - All Ages,2,Fall 2000,Unknown,Kids,0,0
Kanokon: Manatsu no Dai Shanikusai Specials,Kanokon: The Great Midsummer Carnival Specials,6.47,4933,Special,2,Finished Airing,"Nov 25, 2009 to Dec 22, 2009","None found, add some","None found, add some",Xebec,Light novel,Ecchi,,3 min. per ep.,R+ - Mild Nudity,14,,,,0,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,,6.47,14532,TV Special,1,Finished Airing,02-Jan-05,"None found, add some","None found, add some",Gallop,Manga,"Comedy, Mystery","Adult Cast, Detective",22 min.,PG-13 - Teens 13 or older,0,,,Shounen,0,0
Love Live! μ's Go→Go! LoveLive! 2015: Dream Sensation!,,6.47,15525,Special,4,Finished Airing,"Jan 31, 2015 to Feb 1, 2015","None found, add some","None found, add some","None found, add some",Other,Comedy,Music,8 min. per ep.,PG-13 - Teens 13 or older,1,,,,0,0
Moeru! Oniisan,The Burning Wild Man,6.47,11242,TV,24,Finished Airing,"Mar 14, 1988 to Sep 19, 1988",TOHO,"None found, add some",Pierrot,Manga,"Action, Adventure, Comedy",,24 min. per ep.,PG-13 - Teens 13 or older,15,Spring 1988,Unknown,Shounen,0,0
Musaigen no Phantom World: Limitless Phantom World,,6.47,3875,Special,7,Finished Airing,"Apr 6, 2016 to Oct 5, 2016","Lantis,       Pony Canyon",Funimation,Kyoto Animation,Light novel,"Comedy, Fantasy",,6 min. per ep.,PG-13 - Teens 13 or older,26,,,,0,0
Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,,6.47,12210,TV,26,Finished Airing,"Jul 7, 2018 to Jan 5, 2019",Sotsu,"None found, add some",Studio Deen,Original,"Fantasy, Slice of Life",,12 min. per ep.,G - All Ages,4,Summer 2018,Saturdays at 08:15 (JST),,0,0
Ro-Kyu-Bu! SS Recap,,6.47,8913,TV Special,1,Finished Airing,16-Aug-13,"AT-X,       Warner Bros. Japan,       KlockWorx,       ASCII Media Works","None found, add some","Barnum Studio,       Project No.9",Unknown,"Comedy, Sports, Ecchi","School, Team Sports",24 min.,PG-13 - Teens 13 or older,3,,,,0,0
Miracle☆Train: Oedo-sen e Youkoso,Miracle Train: Welcome to the Oedo Line,6.46,4929,TV,13,Finished Airing,"Oct 5, 2009 to Dec 28, 2009","TV Tokyo,       Aniplex,       Lantis,       DAX Production,       TYO Animations","None found, add some",Yumeta Company,Mixed media,Fantasy,,23 min. per ep.,PG-13 - Teens 13 or older,41,Fall 2009,Unknown,,0.62,8
Nanatsu no Taizai: Kamigami no Gekirin,The Seven Deadly Sins: Imperial Wrath of the Gods,6.46,273,TV,24,Finished Airing,"Oct 9, 2019 to Mar 25, 2020","None found, add some","None found, add some",Studio Deen,Manga,"Action, Adventure, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,"1,377",Fall 2019,Wednesdays at 17:55 (JST),Shounen,0.21,106
IS: Infinite Stratos 2,Infinite Stratos 2,6.46,590,TV,12,Finished Airing,"Oct 4, 2013 to Dec 20, 2013","Lantis,       TBS,       Sony Music Communications,       Overlap",Sentai Filmworks,8bit,Light novel,"Action, Comedy, Romance, Sci-Fi, Ecchi","Harem, School",24 min. per ep.,PG-13 - Teens 13 or older,524,Fall 2013,Fridays at 01:58 (JST),,0.26,57
Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,Drug Store in Another World: The Slow Life of a Cheat Pharmacist,6.46,1593,TV,12,Finished Airing,"Jul 7, 2021 to Sep 22, 2021","Studio Mausu,       BS11,       Crunchyroll,       Yomiuri TV Enterprise,       NichiNare,       Live Viewing Japan,       Bandai Namco Arts,       Video Market,       MediaNet Pictures,       Tohjak,       Hifumi Shobo","None found, add some",EMT Squared,Light novel,"Comedy, Fantasy","Harem, Isekai, Medical",23 min. per ep.,PG-13 - Teens 13 or older,608,Summer 2021,Wednesdays at 22:00 (JST),,0.36,45
Digimon Adventure:,,6.46,2929,TV,67,Finished Airing,"Apr 5, 2020 to Sep 26, 2021","Gallop,       Yomiko Advertising,       Fuji TV","None found, add some",Toei Animation,Other,"Action, Adventure, Comedy, Fantasy",Isekai,23 min. per ep.,PG - Children,201,Spring 2020,Sundays at 09:00 (JST),Kids,0.37,38
Qualidea Code,,6.46,1240,TV,12,Finished Airing,"Jul 10, 2016 to Sep 25, 2016","Aniplex,       Marvelous Entertainment,       Delfi Sound,       ABC Animation,       Japan Sleeve","None found, add some",A-1 Pictures,Original,"Action, Fantasy, Sci-Fi",Super Power,23 min. per ep.,PG-13 - Teens 13 or older,313,Summer 2016,Sundays at 00:00 (JST),,0.36,33
Bakugan Battle Brawlers,,6.46,1966,TV,52,Finished Airing,"Apr 5, 2007 to Mar 27, 2008",Nelvana,Warner Bros. Pictures,TMS Entertainment,Original,"Action, Fantasy",Strategy Game,24 min. per ep.,PG - Children,428,Spring 2007,Thursdays at 17:30 (JST),,0.83,23
Gakuen Heaven,,6.46,2648,TV,13,Finished Airing,"Apr 1, 2006 to Jun 24, 2006","Visual Arts,       Geneon Entertainment",Media Blasters,Tokyo Kids,Visual novel,"Boys Love, Comedy, Drama","Reverse Harem, School",26 min. per ep.,PG-13 - Teens 13 or older,169,Spring 2006,Unknown,,0.64,14
Jinsei,JINSEI -Life Consulting-,6.46,2583,TV,13,Finished Airing,"Jul 6, 2014 to Sep 28, 2014","VAP,       Yomiuri Telecasting",Funimation,feel.,Light novel,"Comedy, Slice of Life",School,24 min. per ep.,PG-13 - Teens 13 or older,69,Summer 2014,Sundays at 22:00 (JST),,0.5,10
Choujikuu Seiki Orguss,The Super Dimension Century Orguss,6.46,7467,TV,35,Finished Airing,"Jul 3, 1983 to Apr 8, 1984","Artland,       Victor Entertainment,       Mainichi Broadcasting System,       Big West","Discotek Media,       ImaginAsian Entertainment","Tokyo Movie Shinsha,       Studio Nue",Original,"Action, Adventure, Romance, Sci-Fi",Mecha,25 min. per ep.,PG-13 - Teens 13 or older,13,Summer 1983,Unknown,,0.67,9
